"Grant ID","to","from","Amount","Recipient ID","Funder ID","Start year","End year"
"4739","Michigan Urban Farming Initiative (MUFI)","Scotts Miracle-Gro","40000","4737","4738","Sun, 01 Feb 2015 00:00:00 -0500","Mon, 01 Feb 2016 00:00:00 -0500"
"4736","Sherwood Prototype","New Economy Initiative","100000","4735","388","Sun, 01 Feb 2015 00:00:00 -0500","Mon, 01 Feb 2016 00:00:00 -0500"
"4734","J&G Pallets and Trucking","New Economy Initiative","100000","4733","388","Sun, 01 Feb 2015 00:00:00 -0500","Mon, 01 Feb 2016 00:00:00 -0500"
"4732","Midnight Golf Program","Detroit Employment Solutions Corporation","350000","363","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4731","Youth Connection, Inc","Detroit Employment Solutions Corporation","340748","558","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4730","Youth Development Commission","Detroit Employment Solutions Corporation","2710667","559","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4729","YMCA of Metropolitan Detroit","Detroit Employment Solutions Corporation","350000","555","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4728","SER Metro Detroit Jobs for Progress, Inc","Detroit Employment Solutions Corporation","350000","449","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4727","Detroit Public Schools","Detroit Employment Solutions Corporation","369047","4637","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4726","Downriver Community Conference","Detroit Employment Solutions Corporation","3637535","4725","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4724","DB Grant Associates","Detroit Employment Solutions Corporation","6688021","4723","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4722","Resource Network","Detroit Employment Solutions Corporation","1695070","4721","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4720","Jackets for Jobs, Inc","Detroit Employment Solutions Corporation","188860","285","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4719","Serco, Inc","Detroit Employment Solutions Corporation","1155727","4718","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4717","Providence Community Services, Inc","Detroit Employment Solutions Corporation","2182782","4716","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4715","Marygrove College","Detroit Employment Solutions Corporation","945804","330","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4714","Midwest Careers Institute Inc","Detroit Employment Solutions Corporation","853460","4713","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4712","Payne-Pulliam School of Trade and Commerce","Detroit Employment Solutions Corporation","1344855","407","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4711","Arab American and Chaldean Council","Detroit Employment Solutions Corporation","1490122","636","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4710","Development Centers, Inc","Detroit Employment Solutions Corporation","1072849","186","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4709","Arab Community Center for Economic and Social Services","Detroit Employment Solutions Corporation","1014394","28","4705","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4708","Detroit Employment Solutions Corporation","United Student Aid Funds, Inc (USA Funds)","1250000","4705","4707","Thu, 01 Jan 2015 00:00:00 -0500","Fri, 01 Jan 2016 00:00:00 -0500"
"4706","Detroit Employment Solutions Corporation","U.S. Department of Labor (DOL)","912077","4705","4143","Thu, 01 Dec 2011 00:00:00 -0500","Thu, 01 Dec 2011 00:00:00 -0500"
"4704","Alternatives for Girls","U.S. Department of Labor (DOL)","1000000","20","4143","Mon, 01 Jul 2013 00:00:00 -0400","Thu, 01 Sep 2016 00:00:00 -0400"
"4703","Wayne County Community College District","U.S. Department of Labor (DOL)","2499758","4702","4143","Wed, 01 Jan 2014 00:00:00 -0500","Sat, 01 Sep 2018 00:00:00 -0400"
"4701","Covenant Community Care, Inc","McGregor Fund","50000","119","334","Sun, 01 Sep 2013 00:00:00 -0400","Mon, 01 Sep 2014 00:00:00 -0400"
"4700","Accounting Aid Society","McGregor Fund","49000","7","334","Sun, 01 Sep 2013 00:00:00 -0400","Mon, 01 Sep 2014 00:00:00 -0400"
"4699","Excellent Schools Detroit (ESD)","McGregor Fund","200000","211","334","Sun, 01 Dec 2013 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4698","Charles H. Wright Museum of African American History","McGregor Fund","100000","85","334","Sun, 01 Dec 2013 00:00:00 -0500","Mon, 01 Dec 2014 00:00:00 -0500"
"4697","Michigan Science Center","McGregor Fund","100000","354","334","Sun, 01 Sep 2013 00:00:00 -0400","Mon, 01 Sep 2014 00:00:00 -0400"
"4696","Detroit Symphony Orchestra","McGregor Fund","300000","176","334","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"4695","Detroit Institute of Arts","McGregor Fund","300000","157","334","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"4694","Southwest Solutions, Inc","McGregor Fund","50000","466","334","Sun, 01 Dec 2013 00:00:00 -0500","Mon, 01 Dec 2014 00:00:00 -0500"
"4693","Community Foundation for Southeast Michigan","McGregor Fund","750000","111","334","Sun, 01 Dec 2013 00:00:00 -0500","Thu, 01 Dec 2016 00:00:00 -0500"
"4692","World Medical Relief, Inc. ","McGregor Fund","50000","552","334","Sun, 01 Dec 2013 00:00:00 -0500","Mon, 01 Dec 2014 00:00:00 -0500"
"4691","Wayne County SAFE Program","McGregor Fund","90000","579","334","Sun, 01 Sep 2013 00:00:00 -0400","Sat, 01 Mar 2014 00:00:00 -0500"
"4690","Volunteers in Prevention, Probation and Prisons, Inc","McGregor Fund","50000","528","334","Sun, 01 Sep 2013 00:00:00 -0400","Sun, 01 Mar 2015 00:00:00 -0500"
"4689","Ruth Ellis Center, Inc","McGregor Fund","125000","441","334","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"4688","Corporation for Supportive Housing","McGregor Fund","337500","4687","334","Sat, 01 Mar 2014 00:00:00 -0500","Wed, 01 Mar 2017 00:00:00 -0500"
"4686","Central United Methodist Church Community Development Corporation","McGregor Fund","80000","84","334","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"4685","Cass Community Social Services, Inc","McGregor Fund","70000","74","334","Sun, 01 Dec 2013 00:00:00 -0500","Mon, 01 Dec 2014 00:00:00 -0500"
"4684","Arab Community Center for Economic and Social Services","McGregor Fund","75000","28","334","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"4683","American Red Cross - Southeastern Michigan Chapter","McGregor Fund","100000","26","334","Sun, 01 Dec 2013 00:00:00 -0500","Mon, 01 Dec 2104 00:00:00 -0500"
"4682","Accounting Aid Society","McGregor Fund","180000","7","334","Sun, 01 Sep 2013 00:00:00 -0400","Mon, 01 Sep 2014 00:00:00 -0400"
"4681","House of Morrison Shoe Repair","New Economy Initiative","10000","4680","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4679","Graham's Printing","New Economy Initiative","10000","4678","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4677","Gleeor, Inc","New Economy Initiative","10000","4676","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4675","C + G Style Barber Shop","New Economy Initiative","10000","4674","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4673","Food Field","New Economy Initiative","10000","4672","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4671","Dulce Diamante Garden","New Economy Initiative","10000","4670","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4669","Dijana Creative Sewing and Embroidery","New Economy Initiative","10000","4668","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4667","Corridor Sausage Co","New Economy Initiative","10000","4666","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4665","City Bird","New Economy Initiative","10000","4664","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4663","Cafe con Leche","New Economy Initiative","10000","4662","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4661","Buffalo Street Farm","New Economy Initiative","10000","4660","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4659","Brother Nature Produce","New Economy Initiative","10000","4658","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4657","Anthology Coffee","New Economy Initiative","10000","4656","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4655","Alicia’s Cleaners and Alterations","New Economy Initiative","10000","4654","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4653","Alexander's Total Lawn Care","New Economy Initiative","10000","4652","388","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4651","City of Detroit","Michigan Council of Arts and Cultural Affairs (MCACA)","16000","584","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4650","City of Detroit","Michigan Council of Arts and Cultural Affairs (MCACA)","54000","584","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4649","Pro Musica of Detroit, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","7150","4648","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4647","Signal Return, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","13750","4646","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4645","Detroit Historical Society","Michigan Council of Arts and Cultural Affairs (MCACA)","27500","154","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4644","Zonta Club of Detroit I-Diane Foundation","Michigan Council of Arts and Cultural Affairs (MCACA)","16500","4643","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4642","Jefferson East, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","16500","289","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4641","VSA Michigan","Michigan Council of Arts and Cultural Affairs (MCACA)","11000","530","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4640","Wayne State University","Michigan Council of Arts and Cultural Affairs (MCACA)","22500","539","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4639","Focus: HOPE","Michigan Council of Arts and Cultural Affairs (MCACA)","13875","223","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4638","Detroit Public Schools","Michigan Council of Arts and Cultural Affairs (MCACA)","11250","4637","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4636","Motown Historical Museum","Michigan Council of Arts and Cultural Affairs (MCACA)","30000","371","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4635","College for Creative Studies","Michigan Council of Arts and Cultural Affairs (MCACA)","22500","108","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4634","Music Hall Center for the Performing Arts, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","30000","374","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4633","Museum of Contemporary Art Detroit (MOCAD)","Michigan Council of Arts and Cultural Affairs (MCACA)","30000","373","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4632","Detroit Childrens Choir","Michigan Council of Arts and Cultural Affairs (MCACA)","11250","137","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4631","Detroit Historical Society","Michigan Council of Arts and Cultural Affairs (MCACA)","25415","154","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4630","University of Detroit Mercy","Michigan Council of Arts and Cultural Affairs (MCACA)","11250","517","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4629","Detroit Artists Market","Michigan Council of Arts and Cultural Affairs (MCACA)","22500","131","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4628","Michigan Opera Theatre","Michigan Council of Arts and Cultural Affairs (MCACA)","40000","350","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4627","Community Chorus of Detroit","Michigan Council of Arts and Cultural Affairs (MCACA)","20000","4626","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4625","Experencia Preparatory Academy","Michigan Council of Arts and Cultural Affairs (MCACA)","5004","4624","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4623","Detroit International Jazz Festival","Michigan Council of Arts and Cultural Affairs (MCACA)","32000","159","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4622","Power House Productions","Michigan Council of Arts and Cultural Affairs (MCACA)","20000","414","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4621","Marcus Garvey Academy","Michigan Council of Arts and Cultural Affairs (MCACA)","18000","4620","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4619","Detroit Symphony Orchestra","Michigan Council of Arts and Cultural Affairs (MCACA)","48000","176","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4618","Detroit Institute of Arts","Michigan Council of Arts and Cultural Affairs (MCACA)","48000","157","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4617","Edison Institute","Michigan Council of Arts and Cultural Affairs (MCACA)","48000","196","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4616","Michigan Philharmonic","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","352","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4615","InsideOut Literary Arts Project","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","280","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4614","Pewabic Society, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","40620","411","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4613","Michigan Science Center","Michigan Council of Arts and Cultural Affairs (MCACA)","32000","354","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4612","Living Arts","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","320","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4611","Boggs Educational Center Project Team (aka The James and Grace Lee Boggs School)","Michigan Council of Arts and Cultural Affairs (MCACA)","18000","54","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4610","Education Achievement Authority","Michigan Council of Arts and Cultural Affairs (MCACA)","9000","197","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4609","North Rosedale Park Civic Association","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","4043","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4608","PuppetART","Michigan Council of Arts and Cultural Affairs (MCACA)","20000","423","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4607","Rackham Symphony Choir","Michigan Council of Arts and Cultural Affairs (MCACA)","16000","425","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4606","YMCA of Metropolitan Detroit","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","555","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4605","Urban Neighborhood Initiatives, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","523","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4604","Pewabic Society, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","32000","411","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4603","Arab American National Museum","Michigan Council of Arts and Cultural Affairs (MCACA)","24000","27","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4601","Heritage Works","Michigan Council of Arts and Cultural Affairs (MCACA)","25000","266","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4600","Detroit Institute of Arts","Michigan Council of Arts and Cultural Affairs (MCACA)","100000","157","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4599","Scarab Club","Michigan Council of Arts and Cultural Affairs (MCACA)","20000","445","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4598","Charles H. Wright Museum of African American History","Michigan Council of Arts and Cultural Affairs (MCACA)","40000","85","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4597","Music Hall Center for the Performing Arts, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","100000","374","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4596","Michigan Opera Theatre","Michigan Council of Arts and Cultural Affairs (MCACA)","100000","350","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4595","CultureSource","Michigan Council of Arts and Cultural Affairs (MCACA)","40000","567","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4594","Mosaic Youth Theatre of Detroit","Michigan Council of Arts and Cultural Affairs (MCACA)","40000","369","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4593","Matrix Theatre Company, Inc","Michigan Council of Arts and Cultural Affairs (MCACA)","30000","332","4111","Thu, 01 Jan 2015 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4592","University of Detroit Mercy","National Institutes of Health (NIH)","21500000","517","4590","Mon, 01 Dec 2014 00:00:00 -0500","Sun, 01 Dec 2019 00:00:00 -0500"
"4589","Arab Community Center for Economic and Social Services","Community Foundation for Southeast Michigan","10000","28","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4588","East Michigan Environmental Action Council","Community Foundation for Southeast Michigan","5000","193","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4587","Michigan Roundtable for Diversity and Inclusion","Community Foundation for Southeast Michigan","5000","353","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4586","SER Metro Detroit Jobs for Progress, Inc","Community Foundation for Southeast Michigan","10000","449","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4585","Southwest Detroit Business Association","Community Foundation for Southeast Michigan","9700","461","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4584","Boggs Educational Center Project Team (aka The James and Grace Lee Boggs School)","Community Foundation for Southeast Michigan","10000","54","111","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4583","A Host of People","Michigan Economic Development Corporation (MEDC)","5000","4580","4582","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4581","A Host of People","John S. and James L. Knight Foundation, Inc.","20000","4580","306","Mon, 01 Dec 2014 00:00:00 -0500","Tue, 01 Dec 2015 00:00:00 -0500"
"4579","Barbara Ann Karmanos Cancer Institute","Vera and Joseph Dresner Foundation Inc.","5300000","40","4578","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4577","Detroit Institute of Arts","Delta Air Lines Foundation","500000","157","4576","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4575","Detroit Institute of Arts","Consumers Energy Co","800000","157","4574","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4573","Detroit Institute of Arts","Toyota","","157","4572","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4571","Detroit Institute of Arts","Meijer, Inc","1000000","157","4570","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4569","Detroit Institute of Arts","J.P. Morgan Chase","1000000","157","4568","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4567","Detroit Institute of Arts","Comerica Bank","1000000","157","4566","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4565","Detroit Institute of Arts","Japan America Society (JAS) of Greater Detroit and Windsor","1625000","157","287","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4563","Detroit Institute of Arts","Blue Cross Blue Shield of Michigan","2500000","157","4562","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4561","Detroit Institute of Arts","Max M. & Marjorie S. Fisher Foundation","2500000","157","221","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4560","Detroit Institute of Arts","J. Paul Getty Trust","3000000","157","4559","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4558","Detroit Institute of Arts","DTE Energy Foundation","5000000","157","191","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4557","Detroit Institute of Arts","Rock Ventures","5000000","157","4556","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4555","Detroit Institute of Arts","A. Paul and Carol C. Schaap Foundation","5000000","157","4554","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4553","Detroit Institute of Arts","Penske Corporation","10000000","157","4552","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4551","Detroit Institute of Arts","Andrew W. Mellon Foundation","10000000","157","4550","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4549","Foundation for Detroit’s Future","McGregor Fund","6000000","4539","334","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4548","Foundation for Detroit’s Future","Hudson-Webber Foundation","10000000","4539","274","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4547","Foundation for Detroit’s Future","Fred A. & Barbara M. Erb Family Foundation","10000000","4539","206","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4546","Foundation for Detroit’s Future","Charles Stewart Mott Foundation","10000000","4539","124","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4545","Foundation for Detroit’s Future","Community Foundation for Southeast Michigan","10000000","4539","111","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4544","Foundation for Detroit’s Future","John S. and James L. Knight Foundation, Inc.","30000000","4539","306","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4543","Foundation for Detroit’s Future","William Davidson Foundation","25000000","4539","3106","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4542","Foundation for Detroit’s Future","W.K. Kellogg Foundation","40000000","4539","301","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4541","Foundation for Detroit’s Future","Kresge Foundation","100000000","4539","308","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4540","Foundation for Detroit’s Future","Ford Foundation","125000000","4539","225","Sun, 01 Jun 2014 00:00:00 -0400","Thu, 01 Jun 2034 00:00:00 -0400"
"4538","Detroit Institute of Arts","Ford Motor Company Fund","10000000","157","4528","Sun, 01 Jun 2014 00:00:00 -0400","Sun, 01 Jun 2014 00:00:00 -0400"
"4537","Detroit Institute of Arts","General Motors","5000000","157","4532","Sun, 01 Jun 2014 00:00:00 -0400","Sun, 01 Jun 2014 00:00:00 -0400"
"4536","Detroit Institute of Arts","General Motors Foundation, Inc. ","5000000","157","562","Sun, 01 Jun 2014 00:00:00 -0400","Sun, 01 Jun 2014 00:00:00 -0400"
"4533","Detroit Institute of Arts","Chrysler Group LLC","6000000","157","4534","Sun, 01 Jun 2014 00:00:00 -0400","Sun, 01 Jun 2014 00:00:00 -0400"
"4527","CitizenDetroit","John S. and James L. Knight Foundation, Inc.","750000","4526","306","Thu, 01 Jan 2015 00:00:00 -0500","Fri, 01 Dec 2017 00:00:00 -0500"
"4525","Ruth Ellis Center, Inc","Arcus Foundation","100000","441","4505","Fri, 01 Jan 2010 00:00:00 -0500","Sat, 01 Jan 2011 00:00:00 -0500"
"4524","Ruth Ellis Center, Inc","Arcus Foundation","10000","441","4505","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"4523","Ruth Ellis Center, Inc","Arcus Foundation","10000","441","4505","Tue, 01 Jan 2013 00:00:00 -0500","Wed, 01 Jan 2014 00:00:00 -0500"
